2	0-4	avere	0-4	aver
2	2-1	ehm	1-3	sì
2	3-0	c-	1-4	cioè
2	3-9	elemosina	1-12	emosina
2	5-1	su	3-1	se
2	5-2	via	3-2	vieni
2	8-0	il	5-7	di
2	14-4	sì	9-0	mhmh
2	16-0	ti	11-2	esatto
2	16-1	chiedono	12-0	chiederti
2	20-8	pif	14-10	piff
2	22-2	ha	16-4	in
2	24-0	cremoni-	17-5	aspettano
2	24-1	è	18-0	eh
2	25-3	ohi	19-3	x
2	26-1	veramente	20-1	x
2	27-15	{ride}	20-21	cremonini
2	29-3	infatti	22-3	x
2	30-2	mh	23-3	{P}
2	34-0	bello	25-4	x
2	35-0	perché	25-5	che
2	35-8	bolo-	25-13	bologn-
2	38-7	vero	29-1	fatto
2	39-0	infatti	29-2	che
2	39-2	hanno	29-6	han
2	42-6	c'	32-7	diciamo
2	42-7	ha	32-8	più
2	42-8	un	32-9	{P}
2	44-1	bolognese	34-0	e
2	48-0	mh	36-6	{P}
2	51-2	mhh	39-3	{P}
2	56-2	ha	41-11	è
2	58-3	il	42-12	un
2	58-12	quindi	42-21	e
2	64-0	eh	47-0	ehm
2	64-1	mh	47-1	{P}
2	70-1	mh	50-1	ehm
2	75-0	mhmh	52-11	{P}
2	81-5	il	57-5	e
2	84-1	torri	60-0	a
2	88-0	e	61-0	eh
2	90-7	nel	61-15	il
2	92-0	e	63-0	eh
2	92-1	lo	63-1	x
2	92-4	arriva	63-5	viva
2	93-0	e	64-0	eh
2	93-4	sono	64-4	son
2	93-9	son	64-9	sono
2	97-0	e	66-0	eh
2	97-5	come	66-5	vi
2	97-12	le	66-12	alle
2	98-5	a	67-5	ai
2	98-7	o	67-7	ovunque
2	98-8	comunque	67-8	{P}
2	105-1	l-	70-2	con
2	110-2	all'	74-2	al'
2	114-4	rip-	76-9	ripetev-
2	117-1	quello	77-6	anche
2	117-2	lì	77-7	quelli
2	121-6	la	81-6	una
2	126-0	fan	85-1	fanno
2	128-3	le	87-2	alle
2	130-0	x	88-3	entro
2	130-2	dalle	88-5	alle
2	133-1	vedo	90-1	vieni
2	133-2	per	90-2	dopo
2	133-7	dopo	90-5	e
2	133-13	in	90-11	nel
2	141-0	eh	93-9	buono
2	142-3	anch'	94-5	anche
2	144-2	che	95-0	ti
2	144-5	all'	95-3	ad
2	145-1	forlì	96-1	foria
2	148-4	il	97-2	perché
2	148-5	parcheggio	97-3	tu
2	148-7	alla	97-5	la
2	156-1	anch'	100-1	anche
2	156-12	prendrere	100-12	prendere
2	161-6	farei	103-6	fare
2	162-3	vien	104-3	viene
2	162-6	con	104-6	per
2	164-6	cioè	105-7	è
2	164-8	vado	105-9	va
2	164-9	a	105-10	da
2	165-5	vero	106-0	perché
2	167-7	son	107-5	sono
2	167-9	dieci	107-7	di
2	169-0	che	108-0	perché
2	173-1	lo	109-8	ho
2	173-2	faccio	109-9	fatto
2	174-11	cose	110-10	questa
2	175-0	queste	111-0	questa
2	175-1	co-	111-1	cosa
2	177-0	beh	113-0	vabbè
2	181-10	trovi	116-9	togli
2	184-2	la	118-2	è
2	184-3	sfatica	118-3	fatica
2	186-0	dire	119-0	di
2	186-1	vado	119-1	levare
2	186-2	a	119-2	da
2	194-3	f-	125-0	poi
2	196-7	percorso	126-9	percorsi
2	201-3	abbiam	130-3	abbiamo
2	210-0	mhmh	137-0	che
2	212-0	per	138-3	fare
2	221-1	il	143-3	sicuramente
2	221-2	comune	143-4	alcune
2	227-7	su	147-8	sul
2	228-3	ogni	148-2	quindi
2	233-0	com'	150-4	graffitti
2	233-1	è	151-0	come
2	235-2	son	152-1	sono
2	235-9	può	153-0	e
2	239-0	mhmh	157-0	barboni
2	240-0	mh	157-1	variamente
2	240-1	barboni	158-0	c'
2	240-2	banalmente	158-1	è
2	241-0	forse	158-2	anche
2	241-1	neanche	158-3	chi
2	241-2	chiedono	158-4	è
2	241-3	l'	158-5	donna
2	243-2	ho	160-2	ha
2	243-3	capito	160-3	pensato
2	247-7	cui	162-6	che
2	247-11	a	162-10	in
2	253-6	è	168-0	a
2	253-8	cert'	168-2	certa
2	258-4	quello	170-6	quell'
