2	1-3	kilo	1-2	chilo
2	4-2	man~	4-3	e
2	4-9	da	4-10	di
2	8-2	con	7-2	co
2	9-0	rico~	8-0	rico-
2	12-3	latte	11-1	fiordilatte
2	15-1	non	14-1	lo
2	18-0	marò	18-0	che
2	19-0	esagerata	18-1	bravo
2	29-0	mhmh	27-0	x
2	37-0	amo'	33-0	amore
2	38-0	x	34-1	due
2	43-7	ì	39-6	si
2	43-8	m	39-7	è
2	43-15	po	39-14	po'
2	45-7	mh	40-5	eh
2	47-0	cioè	42-0	eh
2	49-0	s'	43-0	si
2	50-8	un	44-7	al
2	52-0	bra~	46-0	brava
2	52-2	forse	46-2	fosse
2	54-7	rosanna	48-7	miriana
2	56-0	c'	50-0	ci
2	57-0	x	51-0	brava
2	58-1	do~	52-1	do-
2	58-10	qua~	52-9	qu-
2	60-1	gra~	54-1	gra-
2	62-5	e	56-5	eh
2	63-0	i~	56-7	i-
2	63-6	luciana	56-13	fabiana
2	64-0	allora	57-0	adoro
2	66-5	so	59-4	preso
2	66-8	l'	59-7	lo
2	66-10	chiesto	59-9	visto
2	67-0	eh	60-0	x
2	72-4	me	64-4	io
2	74-6	sa~	66-6	sa-
2	80-2	amo'	72-2	amò
2	81-4	no	73-4	non
2	81-5	x	73-5	non
2	85-3	problema	77-3	problemi
2	88-0	marò	80-1	no
2	92-6	sala~	84-4	sala-
2	93-7	e	84-24	è
2	97-3	ti	88-3	ti-
2	97-24	mangiarlo	88-23	mangiarla
2	101-2	particolarme~	92-2	partricolarmente
2	103-6	rosanna	94-5	emiliano
2	105-1	amo'	96-1	amò
2	109-5	amo'	100-5	amò
2	109-7	sottaceto	100-8	aceto
2	110-1	sono	100-10	sott'
2	110-2	buone	100-11	olio
2	113-0	rosa	103-2	c'
2	114-0	sanna	103-3	amma
2	114-1	cunsuma'	103-4	consumà
2	114-7	alberto	103-10	roberto
2	114-12	eh	103-15	x
2	115-6	ah	104-6	{ride}
2	117-0	sì	106-0	mh
2	124-4	rosanna	113-3	emiliano
2	129-5	com~	117-5	co-
2	129-6	e	117-6	mh
2	129-13	alberto	117-12	roberto
2	135-3	raga'	123-3	ragà
2	136-6	mia	124-5	mammamia
2	139-4	quella	127-4	quelle
2	143-10	x	131-7	dovrebbe-
2	146-3	piace	134-0	x
2	148-1	come	136-1	com'
2	148-2	ma~	136-2	è
2	148-4	l'	136-5	le
2	153-2	eh	140-1	{_ride}
2	154-2	luciana	141-2	fabiana
2	154-10	di	141-9	md
2	158-3	raga~	144-3	raga-
2	160-0	mi	147-0	miri
2	160-1	mangio	147-1	mangiati
2	160-3	altro	147-3	attimo
2	161-1	il	147-5	questo
2	161-2	pane	147-6	dai
2	164-6	giolì	150-6	x
2	169-12	pa~	155-10	x
2	188-0	no	171-1	così
2	189-0	e	172-0	io
2	191-3	dimenticata	173-3	x
2	194-5	cazz	176-3	x
2	195-17	ammetere	177-16	ammettere
2	198-1	aggiungendo	179-3	agiuggendo
2	199-10	compravamo	180-10	comprovamo
2	199-14	daniele	180-14	michele
2	199-21	panetti~	180-21	panneti-
2	200-0	ve	181-0	te
2	202-0	x	183-0	nella
2	204-5	quelle	185-5	quello
2	204-7	alberto	186-0	x
2	205-2	amo'	187-2	amò
2	205-4	so'	187-4	so
2	205-9	v~	187-8	le-
2	206-0	{ride}	188-0	eh
2	210-9	vuol	192-8	vuole
2	215-7	matteo	197-7	marco
2	216-1	s~	197-16	se
2	216-3	l'	197-19	le
2	216-6	vuol	197-22	vuole
2	217-0	no	198-0	amò
2	225-1	quello	205-1	quella
2	225-5	mia	205-4	mammamia
2	226-0	ho	206-0	ha
2	226-7	scoccia	206-7	soccia
2	227-2	scocc~	207-2	socc-
2	228-3	l'	207-10	la
2	230-3	c	209-3	ci
2	230-4	vo'	209-4	vuole
2	230-5	nu	209-5	un
2	230-6	sacch	209-6	sacco
2	230-7	e	209-7	di
2	231-12	nel	210-12	stiano
2	231-13	cortile	210-13	incortati
2	231-15	matteo	210-15	marco
2	234-0	{canta}	213-2	tan
2	238-2	questo	216-2	quest'
2	240-2	lo	218-2	la
2	243-0	no	221-0	ma
2	248-0	ma	226-0	no
2	249-0	x	227-0	sì
2	252-5	scus~	230-4	scusa
2	254-3	no	232-3	eh
2	257-4	fa	233-0	vegano
