2	0-0	eh	0-0	e
2	0-3	no	0-2	xxxx
2	0-4	eh	1-0	okay
2	0-5	di	2-0	e
2	0-11	tre-	2-6	tre
2	7-0	eh	9-0	ah
2	12-7	gente	14-8	aziende
2	14-8	{P}	17-0	mhmh
2	17-0	mhmh	19-0	ora
2	19-5	{P}	23-0	mh
2	30-11	mon-	34-8	u-
2	33-4	camera	37-4	camere
2	33-13	mille	37-11	milledue
2	33-14	cento	37-12	millecento
2	37-0	ogni	41-1	i
2	37-1	mese	41-2	x
2	40-0	sì	43-3	{P}
2	42-3	è	45-1	sì
2	42-4	tantiss-	45-2	tantissimo
2	50-0	mh	53-0	mhmh
2	52-7	due	55-3	eh.m
2	52-8	mille	55-4	mill-
2	52-9	cento	55-5	millecento
2	52-10	mil-	55-6	milleduemilacento
2	52-11	mille	55-7	m
2	52-12	duecento	55-8	milleduecento
2	57-6	fare	59-6	pa-
2	57-7	as-	59-7	x
2	60-9	eu-	62-9	euro
2	60-14	piú	62-14	più
2	60-15	{P}	63-0	mhmh
2	62-2	{P}	66-0	certo
2	65-0	ma	69-0	no
2	69-13	le	75-3	la
2	78-7	{P}	80-5	x
2	87-2	cioè	86-2	cioé
2	90-2	sei	88-2	se
2	94-0	a	91-0	in
2	99-6	x	95-5	p-
2	102-10	sì	99-10	storico
2	104-13	a	101-14	ad
2	104-16	{P}	102-0	mhmh
2	104-17	ti	103-0	ti-
2	104-18	inqui-	103-1	n-
2	110-0	eh	106-0	e
2	110-2	da	106-2	x
2	111-6	a	107-6	ad
2	117-0	mhmh	108-7	{P}
2	127-2	è	119-2	{P}
2	127-3	la	119-3	in
2	130-8	tranquillamente	121-8	tranquilla
2	134-0	tu	124-1	sì
2	138-2	e	131-0	ed
2	140-6	x	132-7	{ride}
2	143-0	tutti	135-1	e
2	143-6	tutti	135-6	tutte
2	145-3	è	135-12	quale
2	145-9	tutti	135-19	e
2	148-2	è	139-2	eh
2	148-15	un	139-13	cioè
