2	10-0	okay	5-0	ok
2	11-17	nomenegozio	8-7	vaisi
2	13-0	okay	10-0	ok
2	15-0	mhmh	12-1	mh
2	15-1	okay	12-2	ok
2	16-14	la	13-13	l-la
2	16-23	nomeluogo	13-24	guasto
2	19-0	mhmh	16-0	mh
2	20-7	dovevamo	17-7	dovremmo
2	21-10	abbas-	18-9	abbastanza
2	21-17	bravi	19-3	bravi'
2	22-14	in	21-2	proprio
2	22-15	poche	21-3	per
2	24-0	okay	22-0	ok
2	27-0	mhmh	25-1	mh
2	28-6	risposta	26-5	ri-risposta
2	30-5	{P}	28-5	perciò
2	30-6	per	28-6	che
2	30-7	cioè	28-7	è
2	31-0	mhmh	30-1	mh
2	32-0	mhmh	31-0	mh
2	33-0	mhmh	31-1	mh
2	41-0	mhmh	39-1	mh
2	44-1	ma	43-0	emh
2	54-8	se-	51-7	o
2	57-1	okay	54-1	ok
2	61-0	non	57-3	{P}
2	63-3	puoi	59-4	deve
2	68-6	{P}	64-6	manfredi
2	68-7	nomescuola	64-7	tanari
2	70-13	hanno	66-14	avevo
2	70-17	nomescuola	66-17	fioravanti
2	71-0	okay	67-0	ok
2	72-2	nomescuola	68-3	fioravanti
2	73-0	mhmh	69-0	mh
2	73-1	e	69-1	mh
2	74-0	però	70-0	no
2	74-8	nomescuola	71-0	mh
2	75-0	mhmh	71-1	mh
2	75-1	okay	71-2	ok
2	76-8	nomeluogo	72-8	casalecchio
2	77-0	okay	73-0	ok
2	77-1	okay	73-1	ok
2	77-2	okay	73-2	ok
2	77-3	okay	73-3	ok
2	77-4	okay	73-4	ok
2	78-1	nomescuola	74-0	vellosi
2	79-0	s-	74-1	fioravanti
2	79-8	nomescuola	75-7	bennuzzi
2	86-3	erava-	82-3	ero
2	86-17	automeccanica	83-12	auto-meccanica
2	87-0	mhmh	84-0	mh
2	88-0	mhmh	84-1	mh
2	88-1	okay	84-2	ok
2	89-4	automeccanico	85-4	auto-meccanico
2	90-0	mhmhmh	86-0	mh
2	90-1	{P}	86-1	mh
