tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	SP1	0.36	1.67	1.31	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	4	ci sono delle università?:	ci sono delle università:?	ci sono delle università
1	SP2	2.68	3.13	0.45	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	2=0.030	False	0	0	0	2	sì no	sì no	sì no
2	SP1	3.1	4.37	1.27	True	False	0	0	0	0	0	0	0	1	False	False	False	False	True	1=0.030,3=1.220	True	0	0	0	4	[o più nella capitale?]	[o più nella capitale]?	o più nella capitale
3	SP2	3.15	4.98	1.83	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	[l'università è un po'] più in città	[l'università è un po'] più in città	l' università è un po' più in città
4	SP1	5.0	5.42	0.42	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	5=0.380	False	0	0	0	1	okay	okay	okay
5	SP2	5.04	6.02	0.98	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	4=0.380,6=0.460	False	0	0	0	0	xxxx	xxxx	x
6	SP1	5.56	6.68	1.12	True	False	0	0	0	0	0	0	0	0	False	False	False	False	True	5=0.460	False	0	0	0	3	okay >okay okay<	okay >okay okay<	okay okay okay
7	SP1	6.8	7.49	0.69	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	e: [s-]	e: [s-]	e s-
8	SP2	6.95	7.88	0.93	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[i:n] capitale	[i:n] capitale	in capitale
9	SP1	7.89	8.77	0.88	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	in capitale okay	in capitale okay	in capitale okay
10	SP1	8.83	10.08	1.25	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e se devi:	e se devi:	e se devi
11	SP1	10.84	11.78	0.94	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	0	xx	xx	x
12	SP2	13.67	15.61	1.94	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	°(vabbè adesso faccio finire)°	°(vabbè adesso faccio finire)°	vabbè adesso faccio finire
