tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	SP1	0.03	7.72	7.69	True	False	1	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	23	e:: come tabacco no, [ e: di] là lavorando più di tre (.) tre mila per[sone] non sono esattamente o tremila o trentamila ma [tremila]	e:: come tabacco no, [e: di] là lavorando più di tre {P} tre mila per[sone] non sono esattamente o tremila o trentamila ma [tremila]	e come tabacco no e di là lavorando più di tre {P} tre mila persone non sono esattamente o tremila o trentamila ma tremila
1	SP2	1.47	1.85	0.38	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[okay]	[okay]	okay
2	SP2	4.52	5.1	0.58	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
3	SP2	7.04	7.72	0.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
4	SP1	7.79	8.57	0.78	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	che facciamo	che facciamo	che facciamo
5	SP1	8.9	11.19	2.29	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	ma non si trovano adesso neanche online li appartamenti	ma non si trovano adesso neanche online li appartamenti	ma non si trovano adesso neanche online li appartamenti
6	SP2	11.2	13.964	2.764	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	9	eh esatto te lo (.)  era: questo che: volevo chiederti	eh esatto te lo {P} era: questo che: volevo chiederti	eh esatto te lo {P} era questo che volevo chiederti
7	SP2	14.121	14.478	0.357	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	perché	perché	perché
8	SP1	14.914	15.314	0.4	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	ah sì	ah sì	ah sì
9	SP2	15.321	16.749	1.428	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	se tutti vogliono vivere lì	se tutti vogliono vivere lì	se tutti vogliono vivere lì
10	SP1	17.578	19.907	2.329	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	9	sì (.) non si trovano appartamenti, a dir la veri[tà]	sì {P} non si trovano appartamenti, a dir la veri[tà]	sì {P} non si trovano appartamenti a dir la verità
11	SP2	19.814	20.185	0.371	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mh]mh	[mh]mh	mhmh
12	SP1	20.221	23.921	3.7	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	piuttosto che:: ci sono un sacco di: gente	piuttosto che:: ci sono un sacco di: gente	piuttosto che ci sono un sacco di gente
13	SP1	24.499	27.142	2.643	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	come non vuole dare appartamenti per la famiglia	come non vuole dare appartamenti per la famiglia	come non vuole dare appartamenti per la famiglia
14	SP1	27.992	31.964	3.972	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	12	o che danno un po' di persone (.) [che] dopo fanno la istoria	o che danno un po' di persone {P} [che] dopo fanno la istoria	o che danno un po' di persone {P} che dopo fanno la istoria
15	SP2	29.757	30.142	0.385	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[°mhmh°]	[°mhmh°]	mhmh
16	SP1	32.192	34.807	2.615	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	6	allora, (.) per pochi che: tutti quanti:	allora, {P} per pochi che: tutti quanti:	allora {P} per pochi che tutti quanti
17	SP2	35.735	36.964	1.229	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	sìsìsì certo ho [capi]to	sìsìsì certo ho [capi]to	sìsìsì certo ho capito
18	SP1	36.664	36.892	0.228	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[°mh°]	[°mh°]	mh
19	SP2	37.214	38.364	1.15	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	mh e: ma se	mh e: ma se	mh e ma se
20	SP2	38.642	41.078	2.436	True	False	0	0	0	0	0	0	0	1	False	False	False	False	False	_	False	0	0	0	9	se potessi un giorno vorresti vivere in città? [o,]	se potessi un giorno vorresti vivere in città? [o],	se potessi un giorno vorresti vivere in città o
21	SP1	40.999	46.842	5.843	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	19	[as]solutamente io  e sto provando tutti i giorni a [tro]vare cioè un appartamento per i:: trasferire in bolo[gna] cioè	[as]solutamente io e sto provando tutti i giorni a [tro]vare cioè un appartamento per i:: trasferire in bolo[gna] cioè	assolutamente io e sto provando tutti i giorni a trovare cioè un appartamento per i trasferire in bologna cioè
22	SP2	43.014	43.192	0.178	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[okay]	[okay]	okay
23	SP2	46.435	46.749	0.314	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
24	SP1	47.035	47.978	0.943	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	io lavoro qui	io lavoro qui	io lavoro qui
25	SP1	48.314	49.992	1.678	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	è unutile che io vado a:	è unutile che io vado a:	è unutile che io vado a
26	SP1	50.628	53.249	2.621	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	esempio faccio così una una una, ragionamento	esempio faccio così una una una, ragionamento	esempio faccio così una una una ragionamento
27	SP1	53.421	55.792	2.371	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	7	se lo trovo (.) una casa in bologna	se lo trovo {P} una casa in bologna	se lo trovo {P} una casa in bologna
28	SP1	56.299	57.499	1.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	che: mille euro,	che: mille euro,	che mille euro
29	SP1	57.607	60.549	2.942	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	faccia[mo] perché:: una casa dev'essere mille euro	faccia[mo] perché:: una casa dev'essere mille euro	facciamo perché una casa dev' essere mille euro
30	SP2	57.849	58.157	0.308	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
31	SP1	60.699	64.778	4.079	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	16	e: non è che deve essere soltanto una camera un un monolocale che mille euro no	e: non è che deve essere soltanto una camera un un monolocale che mille euro no	e non è che deve essere soltanto una camera un un monolocale che mille euro no
32	SP1	65.242	65.642	0.4	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	è troppo	è troppo	è troppo
33	SP2	65.664	66.449	0.785	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	è troppo sì	è troppo sì	è troppo sì
34	SP1	66.549	71.664	5.115	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	15	dev'essere almeno, tre camere di le[tto per per] mille euro milledue millecento fa[cciamo] così	dev'essere almeno, tre camere di le[tto per per] mille euro milledue millecento fa[cciamo] così	dev' essere almeno tre camere di letto per per mille euro milledue millecento facciamo così
35	SP2	68.035	68.857	0.822	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[sìsì sì]	[sìsì sì]	sìsì sì
36	SP2	71.057	71.464	0.407	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
37	SP1	72.764	74.485	1.721	True	False	1	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	se vado a : valsamogia	se vado a: valsamogia	se vado a valsamogia
38	SP1	74.757	77.785	3.028	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	ogni mese io espendo ci- più di duecento euro di benzina	ogni mese io espendo ci- più di duecento euro di benzina	ogni mese io espendo ci- più di duecento euro di benzina
39	SP2	77.892	78.264	0.372	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	sìsì	sìsì	sìsì
40	SP2	78.442	79.178	0.736	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e il parcheggio	e il parcheggio	e il parcheggio
41	SP1	79.278	80.085	0.807	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	e parcheggio più	e parcheggio più	e parcheggio più
42	SP2	80.107	80.264	0.157	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°sì°	°sì°	sì
