tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
0	SP1	1.28	2.0	0.72	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°o[kay°]	°o[kay°]	okay
1	SP2	1.52	2.2	0.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[perfe]tto	[perfe]tto	perfetto
2	SP2	2.613	3.091	0.478	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	allora	allora	allora
3	SP2	3.198	3.596	0.398	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e:h	e:h	eh
4	SP2	3.64	6.386	2.746	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	innanzitutto volevo sapere più o peno [in che] zona vivi:	innanzitutto volevo sapere più o peno [in che] zona vivi:	innanzitutto volevo sapere più o peno in che zona vivi
5	SP1	5.298	5.613	0.315	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	[mhmh]	[mhmh]	mhmh
6	SP2	6.45	7.15	0.7	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	di bologna	di bologna	di bologna
7	SP1	7.204	8.209	1.005	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	okay allora io so:no	okay allora io so:no	okay allora io sono
8	SP2	7.834	8.504	0.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((si schiarisce la voce))	{si_schiarisce_la_voce}	{si_schiarisce_la_voce}
9	SP1	8.237	10.005	1.768	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	in via irner- eh vicino a via irne:rio	in via irner- eh vicino a via irne:rio	in via irner- eh vicino a via irnerio
10	SP2	10.033	10.383	0.35	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	mhmh	mhmh	mhmh
