Subtitle-Tier	543.980	545.600	1.620	eh sì scusami intendo quello
uomo_2	34.296	34.951	0.655	[(bravo)]
uomo_2	36.740	39.827	3.087	ma mi piacevano tanto quelle zucchine le avete mangiate tutte
uomo_2	42.841	43.365	0.524	mhmh
uomo_2	44.496	44.758	0.262	mh
uomo_2	47.406	47.662	0.256	ah
uomo_2	55.560	57.958	2.398	ma perché la zucchinona non l'avevi già fatta?
uomo_2	59.324	59.979	0.655	[°lo] zucchinone°
uomo_2	71.103	71.551	0.448	[m:h]
uomo_2	73.317	74.360	1.043	[si è congelata]
uomo_2	76.365	78.082	1.717	[eh si è brucia:ta] si è::
uomo_2	80.580	81.020	0.440	m:h
uomo_2	84.400	86.560	2.160	mi è piaciuto come le ha:: fatte miriana
uomo_2	87.951	89.924	1.973	ci ha messo dentro l'origano tuttavia
uomo_2	99.041	99.820	0.779	((ride))
uomo_2	112.855	114.718	1.863	questo sale l'ho preso perché mi hai visto tu eh però
uomo_2	123.480	123.840	0.360	m:h
uomo_2	130.960	132.704	1.744	cioè la metti proprio: (.) il sale nell'acqu[a]
uomo_2	135.201	136.187	0.986	[ma chii:] famo
uomo_2	141.006	141.530	0.524	va beh
uomo_2	146.760	147.160	0.400	tanti
uomo_2	150.335	150.711	0.376	[ops]
uomo_2	168.510	169.640	1.130	va beh meglio così
uomo_2	178.161	179.335	1.174	io: non particolarmen-
uomo_2	189.660	190.180	0.520	va beh
uomo_2	192.100	193.980	1.880	non sono quelle della mamma [ma sono buone]
uomo_2	197.260	198.120	0.860	è vero però
uomo_2	199.180	199.604	0.424	miri
uomo_2	199.812	203.114	3.302	c'è (anzuma) se fai questa catti[va pubblicità roberto non se le mangia:]
uomo_2	207.993	208.416	0.423	mh
uomo_2	208.940	210.953	2.013	>a me piacciono soltanto quelle della mamma di roberto<
uomo_2	214.087	214.580	0.493	ma no:
uomo_2	218.400	220.087	1.687	>per me quelle di miliana sanno di ace:to<
uomo_2	223.840	226.201	2.361	che dite le buttiamo e come xxxxx madre di roberto?
uomo_2	226.900	227.800	0.900	[che ne] pensate?
uomo_2	229.107	229.550	0.443	[m:h]
uomo_2	231.200	233.680	2.480	eh lo so ragà però [pure io non posso xxx per forza]
uomo_2	250.442	253.704	3.262	eh queste sono- da amico in teoria dovrebbero c(io)è una [marca buona co]sto
uomo_2	273.214	274.651	1.437	[xxx] (e::i)
uomo_2	297.340	298.460	1.120	è molto molto buono
uomo_2	355.300	359.280	3.980	si facciamo finta che cioè dici mamma marco ha detto che non se le mangiava
uomo_2	359.840	361.960	2.120	ma se lei le ha comprate vuole dire che le piacciono
uomo_2	362.460	363.390	0.930	non se le ha comprate
uomo_2	363.390	364.860	1.470	prendi un trigo perché sono aperte
uomo_2	381.300	383.660	2.360	ma pure mia mamma ogni volta le aiuto a mia mamma a farle ma le uccidi
uomo_2	385.300	386.200	0.900	e' veramente stancante
uomo_2	387.820	391.020	3.200	tagliarle strizzarle poi ci vuole un sacchiacito
uomo_2	407.900	413.000	5.100	adesso preparatevi ad avere un orgasmo perché queste melanzane sono spettacolari
uomo_2	413.160	418.660	5.500	io ho portato anche un fazzoletto perché farò una cosa non ortodossa ma devo togliermi
uomo_2	418.660	420.320	1.660	quest'olio acetoso di queste
uomo_2	422.140	425.480	3.340	a me era abbastanza perché sono grasso ne abbiamo misse comunque tante
uomo_2	433.540	435.840	2.300	ma non possiamo fare una dieta vegana non lo so
uomo_2	509.660	511.520	1.860	io so come è nata la produzione di tofu
uomo_2	516.560	524.740	8.180	e beh il tofu alla fine è un formaggio di soia cioè sempre fermentato
uomo_2	530.500	531.140	0.640	devi capire come usarla
uomo_2	537.500	539.040	1.540	secondo me è fatto bene
uomo_2	539.540	542.320	2.780	è un po' di pasta che ti metto
uomo_2	548.840	550.320	1.480	poi guarda come sono tante
uomo_2	555.560	559.710	4.150	e io perché sono molto scostumato con questo tipo di venanzane mi mangio tutte se non mi
uomo_2	559.710	560.180	0.470	inizia la vita
uomo_2	564.180	567.020	2.840	no ma matrone avete mangiato queste rambuma di robby
uomo_2	570.020	573.180	3.160	mi piacciono tanto perché sono super resistenti al masticamento
uomo_2	579.200	580.160	0.960	sì
uomo_2	584.180	585.280	1.100	non ti piace piccante
uomo_1	3.000	5.280	2.280	no un chilo e 700 grammi di pasta
uomo_1	5.779	6.455	0.676	[con due]
uomo_1	8.080	11.048	2.968	il padre va e ne mangia:: ne mangia una scotella di insalata
uomo_1	13.980	18.441	4.461	con due vasetti del pesto quello là barilla:: [rico-]
uomo_1	20.724	21.889	1.165	ricotta e noci
uomo_1	22.165	24.958	2.793	non contenta (.) il fiordilatte dentro
uomo_1	25.262	27.972	2.710	non contenta (.) il parmigiano sopra
uomo_1	30.720	34.040	3.320	non contento mi ha detto eh se c'avevo gli xx ci mettevo pure le noci sopra
uomo_1	43.441	44.460	1.019	((ride)) ma che te ne vai?
uomo_1	44.786	45.613	0.827	>ti piace andar via<
uomo_1	45.860	46.937	1.077	sai che possiamo fare?
uomo_1	116.720	117.500	0.780	più o meno
uomo_1	124.660	126.020	1.360	non fa schifo la pasta senza sa-?
uomo_1	135.114	135.711	0.597	co:[sa]
uomo_1	145.400	146.711	1.311	ah beh meglio così in realtà:
uomo_1	149.660	150.422	0.762	cioè voglio dire
uomo_1	150.771	158.456	7.685	che non la vuoi: sala:- cioè che non vuoi mettere il sale nel condimento della pasta però non salare l'acqua quando la bolli è illega[le]
uomo_1	158.791	159.302	0.511	[non si fa]
uomo_1	175.720	177.630	1.910	io comunque non so voi ancora fame voi?
uomo_1	179.320	180.820	1.500	[ma non ti xxi:] queste melanzanette
uomo_1	184.295	185.342	1.047	[(te non sai proprio niente:)]
uomo_1	204.380	207.295	2.915	ma a me neanche piacciono °piacciono solo quelle di mamma°
uomo_1	220.240	222.248	2.008	no non sono buone (.) sono brutte proprio
uomo_1	227.993	228.780	0.787	beh peccato
uomo_1	232.610	235.671	3.061	[però sono veramente brutte] queste mamma mia sembrano finte ma che è
uomo_1	237.700	239.161	1.461	non hanno una texture sono
uomo_1	241.240	244.268	3.028	io un tempo compravo quelle là::? della lidl
uomo_1	245.932	246.640	0.708	bare:sa
uomo_1	252.510	253.516	1.006	[costano no?]
uomo_1	254.140	255.275	1.135	costano queste
uomo_1	257.812	258.812	1.000	((ride))
uomo_1	259.791	260.644	0.853	>ha fatto i [soldi]<
uomo_1	267.540	269.980	2.440	vabbè ma:: le ragà: loro vanno anche alla conad no?
uomo_1	280.366	283.086	2.720	beh il pane della conad algeli:: [buono]
uomo_1	284.740	285.520	0.780	mamma mia mai mangiato un pane così
uomo_1	289.060	291.860	2.800	è più buono anche di quello al villaggio della pagnoteca
uomo_1	292.740	293.680	0.940	pure secondo mio sai
uomo_1	294.740	295.940	1.200	michele la colettella
uomo_1	300.520	303.820	3.300	e poi quando c'è la polacca la mi fa ridere tantissimo
