1	_	_	1-1	eh
1	_	_	6-12	casa
1	_	_	6-13	d'
1	_	_	6-14	autrice
1	_	_	11-21	via
1	_	_	11-22	del
1	_	_	11-23	guasto
1	_	_	11-24	a
1	_	_	11-25	chiedere
1	_	_	11-26	e
1	_	_	11-27	i
1	_	_	11-28	ragazzi
1	_	_	11-29	ci
1	_	_	11-30	hanno
1	_	_	11-31	detto
1	_	_	11-32	che
1	_	_	11-33	dovremmo
1	_	_	19-0	sì
1	_	_	26-2	ha
1	_	_	33-0	a
1	_	_	33-1	chiedere
1	_	_	34-8	s-
1	_	_	50-6	hai
1	_	_	50-10	è
1	_	_	54-3	{P}
1	_	_	54-10	che
1	_	_	54-11	sta
1	_	_	57-1	e
1	_	_	61-3	è
1	_	_	63-6	ho
1	_	_	69-8	mh
1	_	_	71-0	di
1	_	_	71-1	vellosi
1	_	_	74-7	mh
1	_	_	82-0	e
