1	3-4	di	_	_
1	10-3	s-	_	_
1	12-1	a	_	_
1	13-0	mhmh	_	_
1	16-4	beneficenza	_	_
1	16-5	{ride}	_	_
1	17-0	sì	_	_
1	17-1	{ride}	_	_
1	21-2	sì	_	_
1	22-1	che	_	_
1	25-0	x	_	_
1	25-1	neanche	_	_
1	25-2	io	_	_
1	25-3	ohi	_	_
1	27-1	diciannove	_	_
1	27-9	e	_	_
1	30-2	mh	_	_
1	32-7	sì	_	_
1	34-0	bello	_	_
1	35-10	a	_	_
1	37-0	però	_	_
1	40-0	sì	_	_
1	42-6	c'	_	_
1	42-7	ha	_	_
1	48-0	mh	_	_
1	63-0	sì	_	_
1	70-1	mh	_	_
1	98-7	o	_	_
1	98-8	comunque	_	_
1	99-0	bene	_	_
1	103-1	mh	_	_
1	104-0	mhmh	_	_
1	108-2	s-	_	_
1	111-3	no	_	_
1	120-5	mh	_	_
1	133-5	di	_	_
1	139-6	secondo	_	_
1	143-0	esatto	_	_
1	147-1	esatto	_	_
1	147-2	infatti	_	_
1	150-6	eh	_	_
1	150-7	in	_	_
1	156-9	stata	_	_
1	164-6	cioè	_	_
1	165-0	no	_	_
1	168-0	sì	_	_
1	168-1	sì	_	_
1	174-10	queste	_	_
1	174-11	cose	_	_
1	177-5	anche	_	_
1	182-0	eh	_	_
1	190-0	eh	_	_
1	193-0	sì	_	_
1	193-1	sì	_	_
1	193-2	sì	_	_
1	194-3	f-	_	_
1	197-1	sì	_	_
1	197-2	sì	_	_
1	226-1	è	_	_
1	232-0	sì	_	_
1	247-0	secondo	_	_
1	247-1	me	_	_
1	257-0	perché	_	_
1	257-1	ripeto	_	_
