1	1-0	alla	_	_
1	5-2	anzi	_	_
1	6-11	però	_	_
1	9-2	ce	_	_
1	17-9	{P}	_	_
1	20-0	fritti	_	_
1	24-1	ma	_	_
1	24-2	quanti	_	_
1	24-3	ne	_	_
1	24-4	avete	_	_
1	25-6	mi	_	_
1	26-0	{ride}	_	_
1	29-1	che	_	_
1	31-0	tanto	_	_
1	31-1	da	_	_
1	33-2	è	_	_
1	33-3	esa~	_	_
1	33-8	a	_	_
1	33-9	parte	_	_
1	33-10	il	_	_
1	33-11	fatto	_	_
1	33-12	che	_	_
1	41-0	sì	_	_
1	41-8	ti	_	_
1	41-9	sto	_	_
1	41-10	dicendo	_	_
1	44-2	la	_	_
1	45-0	buoni	_	_
1	45-1	i	_	_
1	45-2	friarielli	_	_
1	48-0	quindi	_	_
1	48-1	avete	_	_
1	48-2	fatto	_	_
1	48-3	uno	_	_
1	48-4	e	_	_
1	48-5	uno	_	_
1	53-0	vabbuò	_	_
1	53-1	comunque	_	_
1	56-0	lo	_	_
1	56-1	sanno	_	_
1	56-2	tutti	_	_
1	60-0	lite	_	_
1	61-0	marò	_	_
1	61-1	che	_	_
1	62-0	vabbè	_	_
1	62-1	s'	_	_
1	64-0	{ride}	_	_
1	66-0	devo	_	_
1	66-1	mettere	_	_
1	66-2	l'	_	_
1	66-3	olio	_	_
1	66-4	dentro	_	_
1	67-7	dentro	_	_
1	67-8	l'	_	_
1	67-9	insalati~	_	_
1	68-0	che	_	_
1	68-1	c'	_	_
1	68-2	era	_	_
1	70-0	di	_	_
1	70-1	provolone	_	_
1	70-2	e	_	_
1	71-15	è	_	_
1	71-18	mh	_	_
1	73-9	ti	_	_
1	73-14	cioè	_	_
1	73-15	non	_	_
1	73-16	dic~	_	_
1	73-17	non	_	_
1	73-18	ti	_	_
1	73-19	ho	_	_
1	73-20	mai	_	_
1	73-21	detto	_	_
1	73-22	una	_	_
1	73-23	bugia	_	_
1	73-24	in	_	_
1	73-25	vita	_	_
1	73-26	mia	_	_
1	73-27	a	_	_
1	73-28	te	_	_
1	80-4	{ride}	_	_
1	84-2	e	_	_
1	90-0	mh	_	_
1	95-0	questo	_	_
1	95-1	già	_	_
1	100-0	ma	_	_
1	100-1	io	_	_
1	101-11	matteo	_	_
1	106-3	cach	_	_
1	107-0	avete	_	_
1	110-8	se	_	_
1	110-9	vuoi	_	_
1	110-10	me	_	_
1	110-11	ne	_	_
1	110-12	posso	_	_
1	110-13	tornare	_	_
1	114-2	se	_	_
1	120-2	jà	_	_
1	121-0	sì	_	_
1	121-1	mi	_	_
1	121-2	fumo	_	_
1	121-3	una	_	_
1	121-4	sigaretta	_	_
