1	1-1	n~	_	_
1	12-1	fior	_	_
1	12-2	di	_	_
1	27-1	lui	_	_
1	31-6	{P}	_	_
1	39-4	{P}	_	_
1	43-6	se	_	_
1	44-0	il	_	_
1	44-1	ghiaccio	_	_
1	44-2	là	_	_
1	44-3	che	_	_
1	44-4	è	_	_
1	44-5	eh	_	_
1	48-0	no	_	_
1	50-7	da	_	_
1	58-5	è	_	_
1	66-4	pre	_	_
1	69-0	x	_	_
1	76-4	{P}	_	_
1	81-11	il	_	_
1	85-5	{P}	_	_
1	88-3	{ride}	_	_
1	92-4	che	_	_
1	92-5	è	_	_
1	97-21	la	_	_
1	103-3	mh	_	_
1	106-9	x	_	_
1	109-9	sottolio	_	_
1	110-0	ma	_	_
1	111-2	{P}	_	_
1	116-5	mi	_	_
1	124-2	è	_	_
1	127-0	le	_	_
1	127-1	dobbiamo	_	_
1	127-2	buttare	_	_
1	129-9	là	_	_
1	132-1	è	_	_
1	136-5	mamma	_	_
1	143-3	{P}	_	_
1	143-8	dovrebb~	_	_
1	143-9	le	_	_
1	145-1	eh	_	_
1	146-1	nu	_	_
1	146-2	me	_	_
1	149-0	{ride}	_	_
1	153-1	{ride}	_	_
1	154-9	emme	_	_
1	156-0	x	_	_
1	160-5	questa	_	_
1	160-6	vai	_	_
1	161-0	per	_	_
1	169-10	eh	_	_
1	169-11	della	_	_
1	172-0	panetteria	_	_
1	173-0	pa~	_	_
1	187-1	pe~	_	_
1	191-1	mi	_	_
1	191-2	ero	_	_
1	193-0	mi	_	_
1	194-3	è	_	_
1	194-4	che	_	_
1	195-8	{P}	_	_
1	195-11	io	_	_
1	199-5	no~	_	_
1	205-8	le	_	_
1	210-0	e	_	_
1	212-0	{ride}	_	_
1	218-0	bra	_	_
1	218-1	{ride}	_	_
1	218-2	non	_	_
1	218-3	se	_	_
1	218-4	ne	_	_
1	218-5	acco~	_	_
1	225-4	mamma	_	_
1	231-0	comunque	_	_
1	231-11	sta	_	_
1	233-11	{P}	_	_
1	252-4	dentro	_	_
1	255-0	artificiale	_	_
1	256-0	anche	_	_
1	257-0	perché	_	_
1	257-1	caglio	_	_
1	257-2	che	_	_
1	257-3	si	_	_
