1	0-2	tabacco	_	_
1	1-0	okay	_	_
1	2-0	mhmh	_	_
1	4-1	{P}	_	_
1	9-1	{P}	_	_
1	9-6	{P}	_	_
1	10-0	mhmh	_	_
1	13-4	{P}	_	_
1	15-0	mhmh	_	_
1	16-0	allora	_	_
1	19-10	{P}	_	_
1	20-0	mh	_	_
1	21-0	mh	_	_
1	23-0	okay	_	_
1	24-0	mhmh	_	_
1	26-5	{P}	_	_
1	27-8	{P}	_	_
1	29-0	mhmh	_	_
1	30-1	{P}	_	_
1	30-10	un	_	_
1	30-15	è	_	_
1	33-11	mille	_	_
1	33-12	due	_	_
1	42-2	{P}	_	_
1	52-2	mille	_	_
1	52-3	mil-	_	_
1	52-4	mille	_	_
1	52-5	cento	_	_
1	52-18	è	_	_
1	52-20	che	_	_
1	54-0	mhmh	_	_
1	61-0	mhmh	_	_
1	65-5	{P}	_	_
1	70-0	mhmh	_	_
1	74-0	mh	_	_
1	78-4	un'	_	_
1	78-5	ora	_	_
1	78-6	no	_	_
1	81-0	sì	_	_
1	81-1	sì	_	_
1	82-2	e	_	_
1	83-0	mh	_	_
1	86-2	eh	_	_
1	91-0	mhmh	_	_
1	93-11	di	_	_
1	95-2	okay	_	_
1	99-3	il	_	_
1	105-0	mhmh	_	_
1	111-8	{P}	_	_
1	116-0	mhmh	_	_
1	123-8	in	_	_
1	128-0	quale	_	_
1	128-1	li-	_	_
1	135-1	{P}	_	_
1	136-0	ch-	_	_
1	139-0	industriale	_	_
1	143-5	di	_	_
1	144-0	tutti	_	_
1	144-1	e	_	_
1	144-2	du-	_	_
1	144-3	okay	_	_
1	144-4	okay	_	_
1	145-2	qual	_	_
1	147-0	sì	_	_
1	147-1	sì	_	_
1	148-13	c'	_	_
1	148-14	è	_	_
