1	1-0	no	_	_
1	2-3	perché	_	_
1	2-7	se	_	_
1	2-8	ne	_	_
1	4-2	man~	_	_
1	16-2	mi	_	_
1	16-3	ha	_	_
1	16-4	detto	_	_
1	29-0	mhmh	_	_
1	31-6	{P}	_	_
1	39-4	{P}	_	_
1	43-15	po	_	_
1	43-16	mh	_	_
1	44-0	il	_	_
1	44-1	ghiaccio	_	_
1	44-2	là	_	_
1	44-3	che	_	_
1	45-7	mh	_	_
1	48-0	no	_	_
1	50-7	da	_	_
1	54-1	è	_	_
1	58-5	è	_	_
1	58-10	qua~	_	_
1	58-11	che	_	_
1	65-12	cioè	_	_
1	66-4	pre	_	_
1	66-7	me	_	_
1	69-0	x	_	_
1	75-2	ma	_	_
1	75-17	io	_	_
1	76-4	{P}	_	_
1	80-0	che	_	_
1	81-4	no	_	_
1	81-11	il	_	_
1	84-0	{ride}	_	_
1	85-5	{P}	_	_
1	92-4	che	_	_
1	92-5	è	_	_
1	103-1	volevo	_	_
1	103-6	rosanna	_	_
1	104-0	le	_	_
1	104-1	avete	_	_
1	104-2	mangiate	_	_
1	104-3	tutte	_	_
1	106-8	ma	_	_
1	109-7	sottaceto	_	_
1	113-0	rosa	_	_
1	114-12	eh	_	_
1	115-0	lo	_	_
1	115-1	so	_	_
1	115-2	ma	_	_
1	115-3	non	_	_
1	115-4	mi	_	_
1	115-5	piacciono	_	_
1	115-6	ah	_	_
1	117-0	sì	_	_
1	120-0	eh	_	_
1	122-1	no	_	_
1	124-2	è	_	_
1	127-0	le	_	_
1	127-1	dobbiamo	_	_
1	127-2	buttare	_	_
1	129-4	e	_	_
1	129-5	com~	_	_
1	129-9	là	_	_
1	132-1	è	_	_
1	134-0	eh	_	_
1	135-7	le	_	_
1	135-8	sto	_	_
1	136-5	mamma	_	_
1	136-6	mia	_	_
1	142-14	sono	_	_
1	143-8	dovrebb~	_	_
1	143-9	le	_	_
1	143-12	è	_	_
1	143-13	una	_	_
1	144-0	x	_	_
1	145-1	eh	_	_
1	146-1	nu	_	_
1	146-2	me	_	_
1	146-3	piace	_	_
1	148-0	e	_	_
1	148-6	comprate	_	_
1	153-0	scusa	_	_
1	154-1	quando	_	_
1	155-2	{ride}	_	_
1	156-0	x	_	_
1	159-4	{ride}	_	_
1	160-0	mi	_	_
1	160-1	mangio	_	_
1	160-2	un	_	_
1	160-3	altro	_	_
1	160-4	di	_	_
1	160-5	questa	_	_
1	160-6	vai	_	_
1	163-11	no	_	_
1	163-14	cheap	_	_
1	164-0	beh	_	_
1	168-0	è	_	_
1	169-3	anche	_	_
1	170-3	lo	_	_
1	172-0	panetteria	_	_
1	176-0	e	_	_
